method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_bf16,layer_type:3:k_proj,layer_type,3,k_proj,1,1,1.9578136557935502,-7.479904682439198e-05,7.083822447949173,65408,128056.67559814453,1.9578884548403745
sparse_bf16,layer_type:3:v_proj,layer_type,3,v_proj,1,1,1.958388395738695,0.0004999408983203946,7.087894973883884,65408,128094.26818847656,1.9578884548403745
sparse_bf16,layer_type:3:o_proj,layer_type,3,o_proj,1,1,1.9581603332041762,0.00027187836380160313,7.086278674907363,65408,128079.35107421875,1.9578884548403745
sparse_bf16,layer_type:3:gate_proj,layer_type,3,gate_proj,1,1,1.9582765377664286,0.00038808292605407857,7.087102180665416,65408,128086.95178222656,1.9578884548403745
sparse_bf16,layer_type:3:up_proj,layer_type,3,up_proj,1,1,1.9593260213586916,0.0014375665183170572,7.094543882409622,65408,128155.5964050293,1.9578884548403745
sparse_bf16,layer_type:3:down_proj,layer_type,3,down_proj,1,1,1.9584569511114969,0.0005684962711223207,7.088380903822563,65408,128098.75225830078,1.9578884548403745
sparse_bf16,layer_type:4:q_proj,layer_type,4,q_proj,1,1,1.9577951454603042,-9.330938007034995e-05,7.083691325248573,65408,128055.46487426758,1.9578884548403745
sparse_bf16,layer_type:4:k_proj,layer_type,4,k_proj,1,1,1.9575727349857994,-0.00031571985457512497,7.082116013289113,65408,128040.91744995117,1.9578884548403745
sparse_bf16,layer_type:4:v_proj,layer_type,4,v_proj,1,1,1.9565538160954903,-0.0013346387448842645,7.074903586562722,65408,127974.27200317383,1.9578884548403745
sparse_bf16,layer_type:4:o_proj,layer_type,4,o_proj,1,1,1.9577146570276607,-0.00017379781271387174,7.083121192981307,65408,128050.20028686523,1.9578884548403745
sparse_bf16,layer_type:4:gate_proj,layer_type,4,gate_proj,1,1,1.9588238899021932,0.0009354350618187013,7.0909823830020295,65408,128122.75299072266,1.9578884548403745
sparse_bf16,layer_type:4:up_proj,layer_type,4,up_proj,1,1,1.9596184340475122,0.0017299792071376885,7.096618720401927,65408,128174.72253417969,1.9578884548403745
